30142	Abruzzi	BT Italy	location
508	Pakistan	UF Islamic Republic of Pakistan; PK (ISO 3166); Sind; Pakistan Northwest Frontier; Pakistan Tribal Areas; Islamabad; Baluchistan; Punjab, Pakistan; Pakistan Punjab / BT South Asia	location
568	Palau	UF Belau; Republic of Palau / SN Palau was once part of the Trust Territory of the Pacific Islands. It became independent from the United States on 1st October 1994. / BT Caroline Islands	location
115	Palestine	UF PSE (ISO 3166); Palestinian National Authority; Occupied Palestinian Territory; PS (ISO 3166) / BT Middle East	location
526	Panama	UF Republic of Panama / BT Latin America; Central America	location
529	Panama Canal Zone	UF Canal Zone / SN Use for documents relating to the period when 'Panama Canal Zone' existed as a political entity (1903-1999). / BT Panama	location
31	Papua New Guinea	UF Independent State of Papua New Guinea; Bismarck Archipelago; Papua and New Guinea / SN Use for works referring to the period after 1975; For works relating to the period prior to 1975 when New Guinea existed as a political entity, or for works relating to any time period that refer to the island as a whole USE New Guinea. / BT Oceania	location
16339	Para	BT Brazil	location
379	Paraguay	UF Republic of Paraguay / BT Latin America; South America	location
25438	Paraiba	BT Brazil	location
15328	Parana	BT Brazil	location
21310	Pays de la Loire	BT France	location
18541	Peninsular Malaysia	UF Malaya / BT Malaysia	location
10783	Pennsylvania	BT North Eastern States (USA)	location
21715	Pernambuco	BT Brazil	location
31006	Persian Gulf	UF Arabian Gulf; Persian-Arabian Gulf; Arab Gulf / BT LOCATION	location
574	Peru	UF Republic of Peru / BT Latin America; South America	location
484	Philippines	UF Republic of the Philippines; Philippine Archipelago; Philippine Islands / BT Pacific Islands; South East Asia	location
30184	Piaui	BT Brazil	location
24208	Picardy	BT France	location
12541	Piedmont (Italy)	BT Italy	location
520	Pitcairn Islands	UF Pitcairn Island; Pitcairn; Pitcairn, Henderson, Ducie, and Oeno Islands; Pitcairn, Henderson, Ducie and Oeno Islands; Pitcairn, Henderson, Ducie & Oeno Islands / BT Pacific Islands	location
25732	Poitou Charentes	BT France	location
226	Poland	UF Republic of Poland; Polish People's Republic / BT Eastern European region	location
55	Portugal	UF Portuguese Republic / BT Mediterranean region	location
30490	Portuguesa	BT Venezuela	location
16642	Provence Alpes Cote d'Azur	UF Provence-Alpes-Cote d'Azur / BT France	location
22828	Puebla	BT Mexico	location
544	Puerto Rico	UF Porto Rico / BT Latin America; Caribbean	location
21955	Punjab (India)	UF Punjab; Indian Punjab / BT India	location
370	Qatar	UF Umm Said; State of Qatar / BT Middle East	location
14338	Quebec	UF Province of Quebec / BT Canada	location
11380	Queensland	BT Australia	location
27403	Rajasthan	BT India	location
679	Republic of Georgia	UF Georgian SSR; Georgian Soviet Socialist Republic; Georgia, Republic of / SN Part of USSR before 1992; for documents dealing with that region before the change of status use <3237> / BT Asia	location
319	Republic of Korea	UF South Korea; Korea Republic; Korea, South; Korea, Republic of; ROK (Republic of Korea) / BT East Asia	location
17515	Reunion	UF Réunion; Réunion Island; Reunion Island / BT Francophone Africa; East Africa	location
21352	Rhineland Palatinate	UF Rhineland-Palatinate; Rheinland Pfalz / BT Germany	location
31336	Rhode Island	BT New England States of USA	location
18082	Rhone Alpes	BT France	location
21868	Rio de Janeiro	BT Brazil	location
31297	Rio Grande do Norte	BT Brazil	location
10258	Rio Grande do Sul	BT Brazil	location
355	Romania	UF Socialist Republic of Romania; Rumania; ROU (ISO 3166); ROM (ISO 3166); RO (ISO 3166) / BT Eastern European region; Balkans	location
13426	RSFSR	UF Russian Soviet Federal Socialist Republic / SN Russian Socialist Federal Soviet Republic; part of USSR till 24 December 1991; to be used for documents dealing with that region before the change of status; later use <33240> / BT Russia; USSR	location
253	Russia	UF Russian Federation; RSFSR in Europe; Russian Socialist Federal Soviet Republic; RSFSR west of Urals; RSFSR in Asia; RSFSR (Russia) / SN Part of USSR before 24 December 1991; for documents dealing with that region before the change of status use <6675> / BT Eastern European region; Asia	location
598	Rwanda	UF Republic of Rwanda; Rwandese Republic / BT Francophone Africa; East Africa; Central Africa	location
27070	Sabah	BT Borneo; Malaysia	location
26228	sahara desert	UF libyan desert / BT LOCATION	location
9151	Sahel	UF Sahelian zone; Africa (Sahelian Zone) / DF A dryland belt that stretches across Africa and is the transition zone between the Sahara Desert to the north and tropical forests to the south. / BT climatic zones; Africa South of Sahara	location
37	Saint Helena, Ascension and Tristan da Cunha	BT Southern Africa	location
346	Saint Kitts and Nevis	UF St Kitts Nevis; Saint Kitts Nevis; St Christopher and Nevis; Saint Christopher and Nevis; Nevis; St Kitts and Nevis; St. Kitts-Nevis; St. Kitts & Nevis; Federation of Saint Kitts and Nevis; St. Kitts and Nevis; Saint Kitts & Nevis; St Kitts & Nevis; St Kitts-Nevis; St. Kitts Nevis; Federation of Saint Christopher and Nevis; Saint Christopher & Nevis / BT Caribbean	location
736	Saint Lucia	UF St Lucia; St. Lucia / BT Caribbean	location
340	Saint Pierre and Miquelon	UF St Pierre and Miquelon; Overseas Collectivity of Saint Pierre and Miquelon; St. Pierre and Miquelon; Saint Pierre et Miquelon; Saint-Pierre-et-Miquelon; Territorial Collectivity of Saint Pierre and Miquelon / BT North America	location
592	Saint Vincent and the Grenadines	UF St Vincent and the Grenadines; St. Vincent & the Grenadines; St. Vincent and the Grenadines; St Vincent & the Grenadines; Saint Vincent & the Grenadines; Grenadines / BT Caribbean	location
775	Samoa	UF Independent State of Western Samoa; Independent State of Samoa; Western Samoa; WS (ISO 3166); WSM (ISO 3166) / DF A group  of islands in the SW Pacific Ocean divided into American Samoa (administered by the U.S. Department of Interior) and Western Samoa (an independant country) / BT Pacific Islands	location
772	San Marino	UF Republic of San Marino / BT Europe; Mediterranean region	location
20614	Santa Catarina	BT Brazil	location
8521	Sao Paulo	BT Brazil	location
442	Sao Tome and Principe	UF Principe; San Thome and Principe; Democratic Republic of Sao Tome and Principe / BT Central Africa	location
25765	Sarawak	BT Borneo; Malaysia	location
15793	Sardinia	UF Sardegna / BT Italy	location
21010	Saskatchewan	BT Canada	location
298	Saudi Arabia	UF Kingdom of Saudi Arabia / BT Middle East	location
15997	Saxony	BT New Laender	location
19630	Saxony-Anhalt	BT New Laender	location
11212	Scandinavia	UF Fennoscandia; Fennoscandinavia; Nordic countries; Fenno-Scandinavia / DF A region encompassing Denmark, Norway, and Sweden, sometimes expanded to include Finland and Iceland. / BT Europe	location
20998	Schleswig-Holstein	BT Germany	location
12856	Scotland	UF Orkney Islands; Shetland Islands; Eastern Scotland; Northern Scotland; Ayrshire (Scotland); Scottish Highlands and Islands; Highlands and Islands of Scotland; West Scotland / BT Great Britain	location
18934	Sea of Japan	UF East Sea (Sea of Japan) / BT Northwest Pacific; seas	location
769	Senegal	UF Republic of Senegal / BT Francophone Africa; West Africa	location
32710	Senegal River	BT rivers	location
286	Serbia	UF Republic of Serbia; Srbija / SN Part of "Serbia and Montenegro" till 03.6.2006 / BT Mediterranean region; Balkans	location
241	Serbia and Montenegro	UF Federal Republic of Yugoslavia; SCG (ISO 3166); CS (ISO 3166); YUG (ISO 3166); YU (ISO 3166) / SN The name of the Federal Republic of Yugoslavia (Yugoslavia) was changed to Serbia and Montenegro as of 4 February 2003; for data dealing with that region before the change use <8494>. Montenegro seceded from the federation on 3 June 2006, leaving the Republic of Serbia shortly thereafter to declare itself legal successor to the State Union of Serbia and Montenegro.; Use for documents relating to the period when 'Serbia and Montenegro' existed as a political entity (2003-2006) and when 'Federal Republic of Yugoslavia' had the same territorial extent (1992-2003), and where a more specific designation cannot be ascertained. / BT Mediterranean region; Balkans	location
505	Seychelles	UF Republic of Seychelles; Aldabra / BT East Africa	location
25129	Shaanxi	UF Shensi; Shenxi; China (Shensi) / BT China	location
25156	Shandong	UF Shantung; China (Shantung) / BT China	location
32407	Shanghai	UF China (Shanghai); Shanghai Shi; Shanghai Municipality / BT China	location
27463	Shanxi	UF Shansi; China (Shansi) / BT China	location
18247	Sichuan	UF Szechwan; China (Szechwan) / BT China	location
9958	Sicily	UF Sicilia / BT Italy	location
124	Sierra Leone	UF Republic of Sierra Leone / BT West Africa	location
289	Sikkim	BT India	location
745	Singapore	UF Republic of Singapore / BT Pacific Islands; South East Asia	location
445	Slovakia	UF Slovak Republic; Slovak Socialist Republic / SN Part of CSFR till 31.12.1992; Use for works referring to the period after January 1993;  For works relating to the period prior to January 1993 when Czechoslovakia existed as a political entity USE Czechoslovakia. / BT Eastern European region	location
193	Slovenia	UF Republic of Slovenia / BT Mediterranean region; Balkans	location
232	Solomon Islands	UF Santa Cruz Islands; Guadalcanal; British Solomon Islands / BT Pacific Islands	location
235	Somalia	UF Somali Democratic Republic; Somali Republic; Federal Republic of Somalia / BT East Africa	location
8656	Sonora	BT Mexico	location
481	South Africa	UF Republic of South Africa; South African Republic; Ciskei; Bophuthatswana; Lebowa; ZA (ISO 3166); South African Homelands; Bantustan; Kwazulu; Venda; Transkei; Orange Free State; Homelands, South Africa / BT Southern Africa	location
11434	South America	UF South American countries; America, South; South American continent / BT Americas	location
22981	South Asia	UF Asia, South; South Asian countries / BT Asia	location
27943	South Australia	BT Australia	location
12928	South Carolina	BT South Eastern States (USA)	location
12973	South Dakota	BT North Central States of USA	location
14917	South East Asia	UF Southeast Asia; Southeastern Asia; South East Asian countries; Asia, South East / BT East Asia	location
14578	South Eastern States (USA)	UF Southeastern States of USA; South Eastern States of USA; southeastern region of the United States; Southern United States; South Eastern United States; Southeastern United States / BT Southern States of USA	location
778	South Sudan	UF Republic of South Sudan / BT East Africa	location
15202	Southern Africa	UF Africa, Southern / BT Africa South of Sahara	location
22045	Southern States of USA	UF Southern States (USA) / BT USA	location
25552	Southwestern Asia	BT Asia	location
295	Spain	UF Spanish State; Kingdom of Spain / BT Mediterranean region	location
739	Sri Lanka	UF Ceylon; Republic of Sri Lanka; Democratic Socialist Republic of Sri Lanka / BT South Asia	location
727	Sudan	UF Democratic Republic of the Sudan; Republic of the Sudan / BT East Africa	location
17467	Sulawesi	UF Celebes / BT Indonesia	location
13030	Sumatra	UF Sumatera / BT Indonesia	location
400	Suriname	UF Dutch Guyana; Republic of Suriname; Netherlands Guyana; Surinam; Netherlands Guiana; Guyana, Netherlands; Dutch Guiana / BT South America	location
163	Swaziland	UF Kingdom of Swaziland / BT Southern Africa	location
160	Sweden	UF Kingdom of Sweden / BT Scandinavia	location
397	Switzerland	UF Swiss Confederation / BT Western Europe	location
607	Syria	UF Syrian Arab Republic / BT Middle East; Mediterranean region	location
19306	Tabasco	BT Mexico	location
11158	Taiwan	UF China (Taiwan); Taiwan Province of China; Separate Customs Territory of Taiwan, Penghu, Kinmen and Matsu; Republic of China; Chinese Taipei; Taiwan, Province of China; ROC; Formosa (Taiwan); Taiwan, Province of; ROC (Republic of China) / BT China; South East Asia	location
310	Tajikistan	UF Republic of Tajikistan; Tadzhikistan; Tadzhik SSR; Tajik SSR; Tadzhik Soviet Socialist Republic; Tajik Soviet Socialist Republic / SN Part of USSR before 1992; for documents dealing with that region before the change of status use <7588>; Part of USSR till 1991; to be used for documents dealing with that region before the change of status; later use <33246> / BT USSR; Central Asia	location
27301	Tamaulipas	BT Mexico	location
23716	Tamil Nadu	UF Madras / BT India	location
628	Tanzania	UF United Republic of Tanzania; Tanzania, United Republic of; Tanganyika / BT East Africa	location
11662	Tennessee	BT South Eastern States (USA)	location
4303	Texas	BT Western States of USA	location
376	Thailand	UF Kingdom of Thailand / BT South East Asia	location
19015	Thuringia	BT New Laender	location
26899	Tibet	UF Hsi Tsang; Xizang; Xizang Autonomous Region; Xizhang; Xizang Zizhiqu; Tibet Autonomous Region; China (Tibet); China (Xizhang) / BT China	location
238	Timor-Leste	UF Democratic Republic of Timor-Leste; Loro Sae; Portuguese Timor; East Timor; Timor, East / SN Part of Indonesia before May 2002; for data dealing with that region before the change of status use <4436>; Part of Indonesia till May 2002; to be used for data dealing with that region before the change of status; after the change  use <37893> / BT Nusa Tenggara	location
610	Togo	UF Togolese Republic; Togo (Africa) / SN The African country; for the bug genus, use 'Togo (Hemiptera)'. / BT Francophone Africa; West Africa	location
454	Tokelau	UF Tokelau Islands / BT Pacific Islands	location
457	Tonga	UF Friendly Islands; Kingdom of Tonga / SN The Pacific country; for the planthopper genus, use 'Tonga (Hemiptera)'. / BT Pacific Islands	location
21670	Trentino Alto Adige	UF Trentino-Alto Adige / BT Italy	location
718	Trinidad and Tobago	UF Trinidad; Tobago; Republic of Trinidad and Tobago; Trinidad & Tobago / BT Caribbean	location
20227	tropical Africa	BT Africa	location
28066	tropical America	BT Americas	location
595	Tunisia	UF Republic of Tunisia; Tunis (Tunisia) / BT North Africa; Francophone Africa; Mediterranean region	location
259	Turkey	UF Republic of Turkey; Turkey (country) / BT Europe; Mediterranean region	location
214	Turkmenistan	UF Turkmen SSR; Turkmenia; Turkmen Soviet Socialist Republic / SN Part of USSR before 1992; for documents dealing with that region before the change of status use <8017>; Part of USSR till 1991; to be used for documents dealing with that region before the change of status; later use <15047> / BT USSR; Central Asia	location
157	Turks and Caicos Islands	UF Caicos Islands; Caicos; Turks & Caicos Islands / BT Caribbean	location
11707	Tuscany	UF Toscana / BT Italy	location
631	Tuvalu	UF Ellice Islands; Ellice Island / BT Pacific Islands	location
148	Uganda	UF Republic of Uganda / SN The African country; for the grasshopper genus, use 'Uganda (Orthoptera)'. / BT East Africa	location
622	Ukraine	SN Part of USSR before 1992; for documents dealing with that region before the change of status use <8039> / BT Eastern European region	location
145	Ukrainian SSR	SN Part of USSR till 1991; to be used for documents dealing with that region before the change of status; later use <15070> / BT Eastern European region	location
17494	Umbria (Italy)	UF Umbria / BT Italy	location
385	United Arab Emirates	UF UAE; Trucial States; Umm al Qaiwain; Dubayy; Al Fujayrah; Ash Shariqah; Ajman; Ras al Khaimah; Abu Zaby; Fujairah; Sharjah; Abu Dhabi; Dubai / BT Middle East	location
388	United Kingdom	UF Britain; UK; United Kingdom of Great Britain and Northern Ireland; UK (United Kingdom) / SN United Kingdom of Great Britain and Northern Ireland / BT Europe	location
136	United States Virgin Islands	UF American Virgin Islands; Virgin Islands (USA); U.S. Virgin Islands / BT Caribbean	location
325	Uruguay	UF Eastern Republic of Uruguay / BT Latin America; South America	location
322	USA	UF United States of America; America (United States); U.S.A. (United States); USA (United States); United States / BT North America	location
328	USSR	UF Union of Soviet Socialist Republics; Soviet Union / SN Used for documents published before 1992 or dealing with that country before that date; Use for documents relating to the period when USSR existed as a political entity and where a more specific current designation cannot be ascertained.; Use only for works relating to the period prior to 1991 when the USSR existed as a political entity. / BT Eastern European region; Asia	location
11944	Utah	BT Western States of USA	location
21271	Uttar Pradesh	BT India	location
19861	Uzbek SSR	SN Part of USSR till 1991; to be used for documents dealing with that region before the change of status; later use <15121> / BT USSR; Uzbekistan	location
70	Uzbekistan	UF Republic of Uzbekistan; Uzbek Soviet Socialist Republic / SN Part of USSR before 1992; for documents dealing with that region before the change of status use <8129> / BT Central Asia	location
649	Vanuatu	UF Republic of Vanuatu; New Hebrides / BT Pacific Islands	location
58	Vatican	UF Holy See; Holy See (Vatican); Vatican City State (Holy See); Holy See (Vatican City State); Vatican City State / BT Europe	location
13258	Veneto	BT Italy	location
403	Venezuela	UF Bolivarian Republic of Venezuela; Republic of Venezuela; Venezuela (Bolivarian Republic of); Venezuela, Bolivarian Republic of / SN Name changed from Venezuela to Bolivarian Republic of Venezuela in accordance with 1999 constitutional mandate. Short form: Venezuela (Bolivarian Republic of) / BT Latin America; South America	location
11956	Veracruz	BT Mexico	location
22888	Vermont	BT New England States of USA	location
17158	Victoria	UF Victoria (Australia) / BT Australia	location
460	Vietnam	UF Socialist Republic of Vietnam; Vietnam Democratic Republic; North Vietnam; South Vietnam; Vietnam Republic; Viet Nam; Democratic Republic of Vietnam / BT South East Asia	location
9049	Virginia	SN Use for the state in the United States of America. For the snake use 'Virginia (Serpentes)'. / BT South Eastern States (USA)	location
7	Wake Island	UF American Oceania (Wake Island) / BT Pacific Islands	location
18961	Wales	BT Great Britain	location
4	Wallis and Futuna Islands	UF Wallis and Futuna; Wallis & Futuna / BT Pacific Islands	location
6277	Washington	SN Washington State; not Washington District of Columbia; The State; for D.C. use 'District of Columbia'. / BT Western States of USA	location
8887	West Africa	UF Africa, West; Western Africa / BT Africa South of Sahara	location
27010	West Bengal	BT India	location
19711	West Virginia	BT South Eastern States (USA)	location
17404	Western Australia	BT Australia	location
17653	Western Europe	UF Western European countries; Western European region / BT Europe	location
433	Western Sahara	UF Spanish Sahara; Rio de Oro; Spanish West Africa; Spanish Africa; Rio de Ore / BT West Africa	location
15382	Western States of USA	UF Western States (USA); Western United States / BT USA	location
8833	Wisconsin	BT North Central States of USA	location
3290	world	UF worldwide / SN Use for documents dealing with a given subject on a worldwide scale; Use for documents dealing with a given subject on a worldwide basis. / BT LOCATION	location
10537	Wyoming	BT Western States of USA	location
25078	Xinjiang (Weiwuer)	UF Sinkiang-Igur; Xingjiang Uygur Zizhiqu; Xingjiang Uygur Autonomous Region; China (Sinkiang); Sinkiang; Xingjiang; Xinjiang / BT China; Central Asia	location
172	Yemen	UF Republic of Yemen / SN On May 22, 1990, North Yemen (the Yemen Arab Republic) and Democratic Yemen (the People's Democratic Republic of Yemen) merged to form a new country, the Republic of Yemen (Yemen); before that date use <29192> or <2175> / BT Middle East	location
22756	Yucatan	BT Mexico	location
577	Yugoslavia	UF Jugoslavia; Socialist Federal Republ Yugoslavia; Socialist Federal Republic of Yugoslavia; Yugoslavia, Socialist Federal Republic of; SFRY (Yugoslavia) / SN Used for both the pre-1992, six-member Socialist Federal Republic of Yugoslavia and the two-member Federal Republic of Yugoslavia that succeeded it. The latter changed its name to Serbia and Montenegro on 4 February 2003; for data dealing with that region after the change use <37896>; Use for documents relating to the period when Yugoslavia existed as a political entity and where a more specific designation cannot be ascertained; for Federal Republic of Yugoslavia (1992-2003), use 'Serbia and Montenegro'.; Use for works relating to the period before 1992, when Yugoslavia existed as a political entity; for works after 1992 that refer to the country formed by the union of Serbia and Montengro USE Federal Republic of Yugoslavia. / BT Mediterranean region; Western Europe; Balkans	location
18529	Yunnan	UF China (Yunnan) / BT China	location
40	Zambia	UF Republic of Zambia; Northern Rhodesia / BT Southern Africa	location
20635	Zhejiang	UF Chekiang; China (Chekiang) / BT China	location
421	Zimbabwe	UF Rhodesia; Zimbabwe Rhodesia; Republic of Zimbabwe; Southern Rhodesia / BT Southern Africa	location
